"region","spot id","表示名","spot種別","landmark","secret","hub","出口","みち本数","crowd","zone","実画面で見える特徴","分類","発見通知の妥当性","推奨通知レベル","必要なscenery修正","備考"
"forest","stone1","いしづみのもり","grove","","","","","3","2","いしのもり","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"forest","stone2","おおきないわ","rest","","","","","4","1","いしのもり","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"forest","stone3","いわのあいだ","path","","","","","3","0","いしのもり","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","なまえが「見わけが つかない」ことを 言って いる。scenery を 足す より L0 が 自然",""
"forest","stonelook","いわばのみはらし","edge","","","","gate","2","1","いしのもり","カメラが 引く(430→560/600)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","みはらし: てすり/岩/道しるべ など 1つ 置けば L2 に 上げられる","cam=wide"
"forest","stoneedge","いわばのはずれ","path","","","","","2","0","いしのもり","みちいろの じめん(alpha .28)だけ","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","なまえが「見わけが つかない」ことを 言って いる。scenery を 足す より L0 が 自然",""
"forest","greatroot","ねもとのトンネル","path","","","","","3","0","おおきなきのまわり","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","","cam=narrow"
"forest","great","おおきなき","edge","bigtree","","","","3","6","おおきなきのまわり","専用の おおきな めじるし(size560) / カメラが 引く(430→560/600) / 住民が あつまる(crowd>=3)","A","landmark。画面を 占める 大きさ(560)で ぜったいに わかる","L3","","cam=wide"
"forest","greatglade","きのしたのひろば","plaza","","","","","3","7","おおきなきのまわり","住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","B","場所としては いみが ある が、目じるしは ない","L0","",""
"forest","fallspath","たきへのみち","path","","","","","3","0","たきのたに","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","たき: 水の 目じるしを 置くか、なまえを「たきへの みち」寄りに",""
"forest","falls","たき","water","waterfall","","","","3","2","たきのたに","専用の おおきな めじるし(size560) / あおい みずたまり(半径いっぱい)","A","landmark。画面を 占める 大きさ(560)で ぜったいに わかる","L3","",""
"forest","fallspool","たきつぼ","water","","","","","3","1","たきのたに","あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"forest","fallslook","たきのみはらし","edge","","","","","2","1","たきのたに","カメラが 引く(430→560/600)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","みはらし: てすり/岩/道しるべ など 1つ 置けば L2 に 上げられる","cam=wide"
"forest","anc1","ふるいもり","grove","","","","","3","0","ふるいもり","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"forest","anc2","こけのかいだん","path","","","","gate","3","0","ふるいもり","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"forest","anc3","ねじれたたいぼく","grove","","","","","4","1","ふるいもり","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"forest","anc4","しずかなくぼち","rest","","","","","3","0","ふるいもり","みちいろの じめん(alpha .28)だけ","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"forest","heart","もりのしんぞう","edge","","","","","2","1","もりのおくのおく","カメラが 引く(430→560/600)","B","場所としては いみが ある が、目じるしは ない","L0","","cam=wide"
"forest","hearthidden","ひかりのすきま","grove","","yes","","","2","1","もりのおくのおく","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"mountain","foot","ふもと","plaza","","","","gate","1","1","ふもと","ひろばの じめん(alpha .5)だけ","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"mountain","trailhead","とざんぐち","plaza","","","yes","","3","7","ふもと","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","B","場所としては いみが ある が、目じるしは ない","L0","",""
"mountain","torii","とざんどうのとりい","path","","","","","3","1","ふもと","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"mountain","mtvillage","やまのしゅうらく","plaza","","","","","3","6","やまのしゅうらく","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"mountain","teahouse","ちゃや","shelter","","","","","2","3","やまのしゅうらく","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3)","A","この spot 専用の ものが 立って いる","L2","",""
"mountain","spring","おんせん","water","","","","","5","6","やまのしゅうらく","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい) / 住民が あつまる(crowd>=3)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"mountain","steps","いしだん","path","","","","","3","0","やまみち","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"mountain","sw1","おりかえし","path","","","","","3","1","やまみち","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"mountain","lookout1","いちのてんぼう","edge","","","","gate","2","1","やまみち","カメラが 引く(430→560/600)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","みはらし: てすり/岩/道しるべ など 1つ 置けば L2 に 上げられる","cam=wide"
"mountain","sw2","おりかえし","path","","","","","4","1","やまみち","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"mountain","boulder","みちのおおいわ","rest","","","","","3","1","やまみち","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"mountain","gorge","たにあい","path","","","","","3","1","たにあい","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"mountain","ropebridge","つりばし","path","","","","","2","0","たにあい","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"mountain","gorgefall","たにのこたき","water","","","","","2","2","たにあい","あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"mountain","camp","キャンプ","shelter","","","","","4","7","キャンプのあたり","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3)","A","この spot 専用の ものが 立って いる","L2","",""
"mountain","woodpile","まきのおきば","rest","","","","","3","2","キャンプのあたり","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"mountain","cliff","がけのうえ","edge","","","","","5","2","キャンプのあたり","専用の もの(struct/絵文字 175-230) / カメラが 引く(430→560/600)","A","この spot 専用の ものが 立って いる","L2","",""
"mountain","cave","かくれたどうくつ","shelter","","yes","","","1","1","キャンプのあたり","専用の もの(struct/絵文字 175-230) / まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"mountain","fallspath","たきへのみち","path","","","","","3","0","たきみち","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","たき: 水の 目じるしを 置くか、なまえを「たきへの みち」寄りに",""
"mountain","bigfalls","おおたき","water","waterfall","","","","3","2","たきみち","専用の おおきな めじるし(size560) / あおい みずたまり(半径いっぱい)","A","landmark。画面を 占める 大きさ(560)で ぜったいに わかる","L3","",""
"mountain","fallsrest","たきのベンチ","rest","","","","","2","1","たきみち","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"mountain","fallscave","たきうらのくぼ","rest","","yes","","","1","1","たきみち","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"mountain","sw3","おりかえし","path","","","","","4","1","おねのうえ","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"mountain","ridgepath","おねのほそみち","path","","","","","3","0","おねのうえ","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","とくちょう物を 1つ 足すか、なまえを 弱める",""
"mountain","ridge","おね","plaza","","","","","4","3","おねのうえ","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"mountain","hut","やまごや","rest","","","","","2","3","おねのうえ","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3)","A","この spot 専用の ものが 立って いる","L2","",""
"mountain","windnotch","かぜのきれめ","edge","","","","mouth","3","1","おねのうえ","カメラが 引く(430→560/600)","B","場所としては いみが ある が、目じるしは ない","L0","","cam=wide"
"mountain","lake","やまのみずうみ","water","","","","","3","2","やまのみずうみ","あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"mountain","lakeshore","みずうみのいわば","path","","","","","3","1","やまのみずうみ","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"mountain","shrine","いしのほこら","rest","","yes","","","1","1","やまのみずうみ","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"mountain","scree","ざれば","path","","","","","3","0","がんかいのみち","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"mountain","rocks","がんかいのみち","path","","","","","5","1","がんかいのみち","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"mountain","cairnfield","ケルンのおか","plaza","","","","","4","2","がんかいのみち","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"mountain","snowpatch","のこりゆき","path","","","","","3","0","がんかいのみち","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","とくちょう物を 1つ 足すか、なまえを 弱める",""
"mountain","rockcave","いわのすきま","rest","","yes","","","1","1","がんかいのみち","専用の もの(struct/絵文字 175-230) / まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"mountain","lastridge","さいごのおね","path","","","","","5","1","ちょうじょう","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","B","場所としては いみが ある が、目じるしは ない","L0","",""
"mountain","eastpeak","ひがしのみね","edge","","","","","2","1","ちょうじょう","カメラが 引く(430→560/600)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","みはらし: てすり/岩/道しるべ など 1つ 置けば L2 に 上げられる","cam=wide"
"mountain","summitshrine","ちょうじょうのほこら","rest","","","","","2","1","ちょうじょう","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"mountain","summit","ちょうじょう","edge","peak","","","gate","3","3","ちょうじょう","専用の おおきな めじるし(size560) / カメラが 引く(430→560/600) / 住民が あつまる(crowd>=3)","A","landmark。画面を 占める 大きさ(560)で ぜったいに わかる","L3","","cam=wide"
"snow","gate","ゆきのいりぐち","plaza","","","","","1","1","ゆきのいりぐち","ひろばの じめん(alpha .5)だけ","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"snow","field","ゆきはら","plaza","","","yes","","5","9","ゆきはら","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"snow","snowman","ゆきだるまのおか","plaza","","","","","3","5","ゆきはら","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"snow","sled","そりのさか","path","","","","","3","1","ゆきはら","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"snow","tracks","あしあとのみち","path","","","","","2","1","ゆきはら","みちいろの じめん(alpha .28)だけ","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"snow","snowfield2","ひろいゆきはら","plaza","","","","","3","2","ゆきはら","ぶんきの 🪧(size84・どこも おなじ)","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"snow","lodge","ロッジ","rest","lodge","","","","3","7","ロッジのあたり","専用の おおきな めじるし(size560) / 住民が あつまる(crowd>=3)","A","landmark。画面を 占める 大きさ(560)で ぜったいに わかる","L3","",""
"snow","lodgeback","ロッジのうら","path","","","","","3","1","ロッジのあたり","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"snow","snowfence","ゆきがきのみち","path","","","","","4","0","ロッジのあたり","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"snow","woodshed","まきごやのうら","rest","","yes","","","1","1","ロッジのあたり","専用の もの(struct/絵文字 175-230) / まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"snow","pines","まつばやし","grove","","","","","4","3","まつばやし","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"snow","birch","しらかばのみち","path","","","","","2","0","まつばやし","みちいろの じめん(alpha .28)だけ","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"snow","deertrack","しかのあしあと","path","","","","","3","0","まつばやし","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"snow","woods2","まつばやしのおく","grove","","","","","5","2","まつばやし","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"snow","cave","ゆきのどうくつ","shelter","","yes","","","1","1","まつばやし","専用の もの(struct/絵文字 175-230) / まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"snow","icelake","こおりのみずうみ","water","","","","","4","3","こおりのみずうみ","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい) / 住民が あつまる(crowd>=3)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"snow","icecrack","こおりのわれめ","path","","","","","2","0","こおりのみずうみ","みちいろの じめん(alpha .28)だけ","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"snow","igloo","かまくら","shelter","","","","","2","2","こおりのみずうみ","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"snow","fishing","こおりのつりば","water","","","","","3","2","こおりのみずうみ","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"snow","lakehut","こおりのつりごや","shelter","","","","","2","1","こおりのみずうみ","みちいろの じめん(alpha .28)だけ","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"snow","hotspring","ゆきのおんせん","water","","","","","3","4","ゆきのおんせん","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい) / 住民が あつまる(crowd>=3)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"snow","hsrest","ゆげのベンチ","rest","","","","","3","2","ゆきのおんせん","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"snow","steam","ゆげのみち","path","","","","","3","1","ゆきのおんせん","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"snow","slopefoot","げれんでのふもと","path","","","","","3","1","げれんで","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"snow","slope","げれんで","path","","","","","3","2","げれんで","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"snow","lift","リフトのりば","rest","","","","","2","2","げれんで","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"snow","slopetop","げれんでのうえ","edge","","","","","2","1","げれんで","カメラが 引く(430→560/600)","B","場所としては いみが ある が、目じるしは ない","L0","","cam=wide"
"snow","marker1","ゆきのポール","path","","","","","3","0","ふぶきのはら","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","B","場所としては いみが ある が、目じるしは ない","L0","",""
"snow","blizzard","ふぶきのはら","plaza","","","","","4","1","ふぶきのはら","ぶんきの 🪧(size84・どこも おなじ)","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"snow","marker2","ゆきのポール","path","","","","","4","0","ふぶきのはら","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","B","場所としては いみが ある が、目じるしは ない","L0","",""
"snow","lost","ゆきにうまったこや","rest","","yes","","","1","1","ふぶきのはら","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"snow","peakfoot","ゆきやまのふもと","path","","","","","4","1","ゆきやまのふもと","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"snow","icecave","こおりのどうくつ","rest","","yes","","","1","1","ゆきやまのふもと","専用の もの(struct/絵文字 175-230) / まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"snow","eastslope","ひがしのゆきしゃめん","path","","","","","2","0","ゆきやまのふもと","みちいろの じめん(alpha .28)だけ","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"snow","peak","ゆきやま","edge","peak","","","gate","2","2","ゆきやまのふもと","専用の おおきな めじるし(size560) / カメラが 引く(430→560/600)","A","landmark。画面を 占める 大きさ(560)で ぜったいに わかる","L3","","cam=wide"
"sea","beach","すなはま","plaza","","","","","1","2","すなはま","ひろばの じめん(alpha .5)だけ","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"sea","shore","なみうちぎわ","plaza","","","yes","","4","9","すなはま","住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","B","場所としては いみが ある が、目じるしは ない","L0","",""
"sea","parasols","パラソルのならび","plaza","","","","","2","5","すなはま","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3)","A","この spot 専用の ものが 立って いる","L2","",""
"sea","tidepool","しおだまり","water","","","","","3","6","しおだまりのあたり","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい) / 住民が あつまる(crowd>=3)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"sea","shells","かいがらのはま","plaza","","","","","3","2","しおだまりのあたり","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"sea","cove","かくれたいりえ","water","","yes","","","1","1","しおだまりのあたり","あおい みずたまり(半径いっぱい) / まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"sea","pier","さんばし","path","","","","","4","2","さんばしのあたり","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"sea","boats","ふねのふとう","rest","","","","","3","2","さんばしのあたり","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"sea","hut","うみのいえ","shelter","","","","","4","5","さんばしのあたり","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3)","A","この spot 専用の ものが 立って いる","L2","",""
"sea","bayhead","いりえのおく","water","","","","","4","3","いりえ","あおい みずたまり(半径いっぱい) / 住民が あつまる(crowd>=3)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"sea","baywalk","いりえのみち","path","","","","","3","1","いりえ","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"sea","sandbar","すなす","path","","","","","4","0","いりえ","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"sea","oysters","かきのいわ","water","","","","","3","2","いりえ","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"sea","palmcove","ヤシのかくれはま","rest","","yes","","","1","1","いりえ","専用の もの(struct/絵文字 175-230) / まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"sea","rocks","いわば","grove","","","","","4","2","いわば","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"sea","rockpool","いわばのしおだまり","water","","","","","3","2","いわば","あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"sea","rockarch","いわのアーチ","edge","","","","","2","1","いわば","カメラが 引く(430→560/600)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","みはらし: てすり/岩/道しるべ など 1つ 置けば L2 に 上げられる","cam=wide"
"sea","nets","あみのおきば","rest","","","","","3","2","みなと","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"sea","port","みなと","plaza","","","","gate","4","7","みなと","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"sea","fishmarket","さかないちば","shop","","","","","3","6","みなと","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3)","A","この spot 専用の ものが 立って いる","L2","",""
"sea","warehouse","そうこのまえ","shelter","","","","","2","3","みなと","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3)","A","この spot 専用の ものが 立って いる","L2","",""
"sea","breakwater","ぼうはてい","path","","","","gate","3","1","みなと","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"sea","dunes","すなおか","path","","","","","3","1","すなおか","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"sea","dunehollow","すなのくぼち","path","","","","","3","0","すなおか","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"sea","dunetop","すなおかのうえ","edge","","","","","3","1","すなおか","カメラが 引く(430→560/600)","B","場所としては いみが ある が、目じるしは ない","L0","","cam=wide"
"sea","cape","みさき","edge","","","","","4","2","みさき","カメラが 引く(430→560/600)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","みはらし: てすり/岩/道しるべ など 1つ 置けば L2 に 上げられる",""
"sea","capepath","みさきのみち","path","","","","","3","1","みさき","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","とくちょう物を 1つ 足すか、なまえを 弱める",""
"sea","lighthouse","とうだい","edge","lighthouse","","","","3","2","みさき","専用の おおきな めじるし(size560) / カメラが 引く(430→560/600)","A","landmark。画面を 占める 大きさ(560)で ぜったいに わかる","L3","","cam=wide"
"sea","seacave","かいしょくどうくつ","shelter","","","","gate","3","2","かいしょくどうくつ","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"sea","cliffcave","がけのどうくつ","rest","","yes","","","1","1","かいしょくどうくつ","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"sea","echo","こだまのいわま","path","","","","","3","0","かいしょくどうくつ","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","とくちょう物を 1つ 足すか、なまえを 弱める",""
"sea","farbeach","はてのはま","plaza","","","","","3","1","はてのはま","ぶんきの 🪧(size84・どこも おなじ)","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"sea","endrock","さいはてのいわ","edge","","","","","1","1","はてのはま","カメラが 引く(430→560/600)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","みはらし: てすり/岩/道しるべ など 1つ 置けば L2 に 上げられる","cam=wide"
"sea","driftbeach","ながれぎのはま","rest","","","","","3","1","はてのはま","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"sea","wreckboat","うちあげられたふね","rest","","yes","","","1","1","はてのはま","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"deepsea","reef","サンゴのいりぐち","water","","","","gate","2","5","あさせのたな","あおい みずたまり(半径いっぱい) / 住民が あつまる(crowd>=3)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"deepsea","shelfedge","たなのふち","path","","","","","2","3","あさせのたな","住民が あつまる(crowd>=3)","B","場所としては いみが ある が、目じるしは ない","L0","",""
"deepsea","coralcity","サンゴのまち","plaza","coral","","yes","","7","9","サンゴのまち","専用の おおきな めじるし(size560) / 住民が あつまる(crowd>=3)","A","landmark。画面を 占める 大きさ(560)で ぜったいに わかる","L3","",""
"deepsea","coralgarden","サンゴのにわ","water","","","","","2","6","サンゴのまち","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい) / 住民が あつまる(crowd>=3)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"deepsea","coralcave","サンゴのすきま","path","","","","","2","2","サンゴのまち","みちいろの じめん(alpha .28)だけ","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"deepsea","kelp1","こんぶのもり","grove","","","","","3","3","こんぶのもり","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"deepsea","kelp2","こんぶのおく","grove","","","","","3","2","こんぶのもり","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"deepsea","kelpclear","こんぶのきれま","rest","","","","","2","1","こんぶのもり","みちいろの じめん(alpha .28)だけ","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"deepsea","kelpdeep","こんぶのめいろ","path","","","","","3","0","こんぶのもり","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"deepsea","vent","あたたかいあな","rest","","","","","4","3","こんぶのもり","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3)","A","この spot 専用の ものが 立って いる","L2","",""
"deepsea","anchor","おおきないかり","rest","","","","","2","1","ちんぼつせんのあたり","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"deepsea","wreck","ちんぼつせん","shelter","","","","","4","6","ちんぼつせんのあたり","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3)","A","この spot 専用の ものが 立って いる","L2","",""
"deepsea","deck","かたむいたデッキ","path","","","","","3","1","ちんぼつせんのあたり","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
